Detected m/z (primary)	RT Start	RT Apex	RT End	Charge States	Per-Charge Detected m/z	Num Charge States	Primary Charge	Monoisotopic Mass	Mono m/z (primary)	Summed Intensity	Cross-Charge Support	Num Members
356.19186	24.0440	24.4332	24.9125	2;4	z2:711.3779;z4:356.1919	2	4	1418.73164	355.69019	6.7389e8	1	2
420.71432	24.0440	24.2253	24.6987	2;4	z2:840.4210;z4:420.7143	2	4	1674.81457	419.71092	4.3650e8	2	2
473.30710	24.4332	24.9125	24.9632	2	z2:473.3071	1	2	942.59293	472.30374	2.9225e8	1	1
416.24902	24.4332	24.9125	24.9632	2;4	z2:831.4899;z4:416.2490	2	4	1656.95332	415.24561	2.7242e8	2	2
387.27142	24.2738	24.7448	24.9632	2	z2:387.2714	1	2	770.52158	386.26807	2.1103e8	1	1
345.22382	24.0440	24.1867	24.6553	4	z4:345.2238	1	4	1374.85945	344.72214	2.0657e8	1	1
410.68216	24.0440	24.3087	24.7837	2;4	z2:820.3604;z4:410.6822	2	4	1634.68803	409.67928	1.9607e8	2	2
359.26468	24.0783	24.5637	24.9632	2	z2:359.2647	1	2	714.50810	358.26132	1.9114e8	1	1
357.69266	24.0783	24.5637	24.9632	2;4	z2:714.3768;z4:357.6927	2	4	1422.72569	356.68870	1.7567e8	1	2
359.24023	24.0440	24.1215	24.6205	1	z1:359.2402	1	1	358.23296	359.24023	1.6792e8	1	1
322.18738	24.0440	24.3780	24.8730	4	z4:322.1874	1	4	1282.71370	321.68570	1.6640e8	1	1
409.21912	24.0783	24.5637	24.9632	2	z2:409.2191	1	2	814.41697	408.21576	1.4933e8	1	1
519.31238	24.2253	24.6987	24.9632	2	z2:519.3124	1	2	1034.60349	518.30902	1.3721e8	1	1
444.28177	24.3780	24.8730	24.9632	2	z2:444.2818	1	2	884.54227	443.27841	1.3684e8	1	1
473.28180	24.0440	24.5127	24.9632	2	z2:473.2818	1	2	942.54234	472.27844	1.3608e8	1	1
546.32397	24.0440	24.3780	24.8730	2	z2:546.3240	1	2	1088.62669	545.32062	1.3147e8	1	1
308.69250	24.0440	24.3087	24.7837	2;4	z2:616.3759;z4:308.6925	2	4	1228.73310	308.19055	1.2592e8	2	2
477.74023	24.2253	24.6987	24.9632	2;4;6	z2:954.4735;z4:477.7402;z6:318.8291	3	4	1902.91848	476.73690	1.2486e8	3	3
436.21109	24.6553	24.8730	24.9632	2;4	z2:871.4148;z4:436.2111	2	4	1736.80179	435.20773	1.2412e8	2	2
573.33514	24.2738	24.7448	24.9632	2	z2:573.3351	1	2	1142.64903	572.33179	1.2248e8	1	1
357.24960	24.1867	24.6553	24.9632	2	z2:357.2496	1	2	710.47794	356.24625	1.2155e8	1	1
433.73975	24.3087	24.3780	24.8730	2;4	z2:866.4741;z4:433.7397	2	4	1726.91688	432.73650	1.2115e8	2	2
560.74731	24.7448	24.7837	24.9632	2;4;6	z2:1120.4854;z4:560.7473;z6:374.1674	3	4	2234.94682	559.74398	1.1963e8	2	3
406.18182	24.3087	24.7837	24.9632	2;4	z2:811.3574;z4:406.1818	2	4	1618.69148	405.68015	1.1937e8	1	2
402.72589	24.4332	24.9125	24.9632	2;4	z2:804.4467;z4:402.7259	2	4	1604.86775	402.22421	1.1374e8	1	2
417.24551	24.0440	24.1522	24.6205	2	z2:417.2455	1	2	830.46977	416.24216	1.1037e8	1	1
393.24863	24.4808	24.9363	24.9632	2	z2:393.2486	1	2	782.47599	392.24527	1.1034e8	1	1
423.22305	24.0440	24.4808	24.9632	2;4	z2:846.4460;z4:423.2231	2	4	1684.84969	422.21970	1.0402e8	1	2
508.28564	24.0783	24.5637	24.9632	1	z1:508.2856	1	1	507.27837	508.28564	1.0216e8	1	1
438.23358	24.0440	24.4808	24.9632	2	z2:438.2336	1	2	872.44590	437.23023	1.0182e8	1	1
488.73495	24.0440	24.1215	24.5637	2;4	z2:976.4612;z4:488.7350	2	4	1946.89703	487.73154	1.0128e8	2	2
572.31470	24.0440	24.1867	24.6553	2	z2:572.3147	1	2	1140.60813	571.31134	9.8067e7	1	1
371.21515	24.0440	24.5127	24.9632	2;4	z2:741.4250;z4:371.2151	2	4	1478.82478	370.71347	9.2689e7	1	2
675.36560	24.2253	24.8730	24.9632	2;3;4	z2:675.3656;z3:449.9074;z4:338.1863	3	2	1346.70974	674.36215	9.0207e7	2	4
490.28586	24.0440	24.3087	24.7837	2	z2:490.2859	1	2	976.55045	489.28250	8.9434e7	1	1
466.77310	24.3087	24.3780	24.8730	2;4;6	z2:932.5422;z4:466.7731;z6:311.5182	3	4	1859.05066	465.76994	8.8246e7	3	3
389.25003	24.0440	24.0783	24.5637	2	z2:389.2500	1	2	774.47880	388.24668	8.8083e7	1	1
388.20032	24.2738	24.7448	24.9632	2;4	z2:775.3911;z4:388.2003	2	4	1544.75801	387.19678	8.8013e7	2	3
466.26483	24.4332	24.9125	24.9632	2	z2:466.2648	1	2	928.50840	465.26148	8.5117e7	1	1
375.23486	24.0440	24.0783	24.5637	2	z2:375.2349	1	2	746.44846	374.23151	8.4191e7	1	1
503.29169	24.0440	24.3087	24.7837	1	z1:503.2917	1	1	502.28441	503.29169	8.0588e7	1	1
463.74347	24.4808	24.6553	24.9632	2;4;6	z2:926.4764;z4:463.7435;z6:309.4974	3	4	1846.93015	462.73981	7.9721e7	3	3
363.21817	24.0440	24.3780	24.8730	2;4	z2:725.4296;z4:363.2182	2	4	1446.83687	362.71649	7.9676e7	1	2
423.25922	24.2253	24.6987	24.9632	2	z2:423.2592	1	2	842.49717	422.25586	7.9595e7	1	1
432.25543	24.0440	24.3780	24.8730	2	z2:432.2554	1	2	860.48960	431.25208	7.6709e7	1	1
430.27585	24.2253	24.6987	24.9632	1	z1:430.2758	1	1	429.26857	430.27585	7.4931e7	1	1
617.33673	24.3087	24.7837	24.9632	2;4	z2:617.3367;z4:309.1715	2	2	1230.65178	616.33317	7.3999e7	2	2
448.24622	24.6553	24.7837	24.9632	2;4	z2:895.4867;z4:448.2462	2	4	1784.94281	447.24298	7.0144e7	2	2
437.24908	24.0440	24.3087	24.7837	2	z2:437.2491	1	2	870.47691	436.24573	6.9949e7	1	1
631.37665	24.3087	24.7837	24.9632	2;4	z2:631.3766;z4:316.1924	2	2	1258.73263	630.37359	6.9069e7	2	2
379.19461	24.0440	24.1215	24.6205	2;4	z2:757.3839;z4:379.1946	2	4	1510.74263	378.69293	6.5979e7	1	2
493.27536	24.2253	24.6987	24.9632	2	z2:493.2754	1	2	982.52946	492.27201	6.5963e7	1	1
448.27490	24.0440	24.4808	24.9632	2	z2:448.2749	1	2	892.52854	447.27155	6.5220e7	1	1
402.70758	24.6205	24.9632	24.9632	2;4	z2:804.4078;z4:402.7076	2	4	1602.78770	401.70420	6.3650e7	1	2
672.40125	24.1867	24.6553	24.9632	2;4	z2:672.4012;z4:336.7049	2	2	1340.78223	671.39839	6.3238e7	2	2
313.18683	24.3087	24.5637	24.9632	2;4	z2:625.3657;z4:313.1868	2	4	1246.71096	312.68502	6.3049e7	2	2
467.23450	24.3087	24.7837	24.9632	2;4	z2:933.4628;z4:467.2345	2	4	1860.89613	466.23131	6.1571e7	2	2
446.29657	24.0440	24.5127	24.9632	2	z2:446.2966	1	2	888.57188	445.29321	6.1503e7	1	1
393.22357	24.2738	24.6987	24.9632	2	z2:393.2236	1	2	782.42588	392.22022	6.1409e7	1	1
518.25647	24.2738	24.7448	24.9632	2	z2:518.2565	1	2	1032.49168	517.25311	6.1277e7	1	1
373.71252	24.1522	24.5637	24.9632	2;4	z2:746.4197;z4:373.7125	2	4	1488.81428	373.21085	5.8829e7	1	2
488.28210	24.3087	24.7837	24.9632	2	z2:488.2821	1	2	972.54295	487.27875	5.8483e7	1	1
634.35126	24.3087	24.7837	24.9632	2;4	z2:634.3513;z4:317.6793	2	2	1264.68131	633.34793	5.8216e7	2	2
302.67416	24.0440	24.1867	24.5637	2;4	z2:604.3407;z4:302.6742	2	4	1204.66051	302.17240	5.6592e7	2	2
402.24539	24.0440	24.3087	24.7837	2	z2:402.2454	1	2	800.46952	401.24204	5.6419e7	1	1
547.30713	24.3432	24.8227	24.9632	2	z2:547.3071	1	2	1090.59300	546.30377	5.6120e7	1	1
373.28024	24.4808	24.9363	24.9632	2	z2:373.2802	1	2	742.53922	372.27689	5.5646e7	1	1
382.20749	24.8227	24.9125	24.9632	2;4	z2:763.4089;z4:382.2075	2	4	1522.79414	381.70581	5.4650e7	1	2
531.28668	24.0440	24.1867	24.6553	1	z1:531.2867	1	1	530.27941	531.28668	5.4543e7	1	1
489.30289	24.0440	24.4808	24.9632	2	z2:489.3029	1	2	974.58451	488.29953	5.4096e7	1	1
712.83545	24.6553	24.6987	24.9632	2;3	z2:712.8354;z3:475.5600	2	2	1419.64382	710.82918	5.3217e7	2	2
476.28180	24.0440	24.3087	24.7837	2	z2:476.2818	1	2	948.54234	475.27844	5.2978e7	1	1
576.78967	24.5637	24.6553	24.9632	2;4	z2:1152.5693;z4:576.7897	2	4	2297.10906	575.28454	4.8390e7	2	2
418.26498	24.0440	24.3087	24.7837	2	z2:418.2650	1	2	832.50871	417.26163	4.8213e7	1	1
518.28101	24.0440	24.4808	24.9632	2	z2:518.2810	1	2	1032.54075	517.27765	4.6917e7	1	1
351.69220	24.0440	24.4332	24.9125	2;4	z2:702.3776;z4:351.6922	2	4	1400.73340	351.19063	4.6627e7	2	2
544.76886	24.5127	24.6205	24.9632	2;4;6	z2:1088.5342;z4:544.7689;z6:363.5152	3	4	2171.03320	543.76558	4.6583e7	2	3
300.19647	24.5127	24.8730	24.9632	2;4	z2:599.3867;z4:300.1965	2	4	1194.75081	299.69498	4.5319e7	2	2
345.21292	24.0440	24.3780	24.8730	2;4	z2:689.4178;z4:345.2129	2	4	1374.81554	344.71116	4.4655e7	2	2
381.21140	24.0440	24.0440	24.5127	2;4	z2:761.4125;z4:381.2114	2	4	1518.80977	380.70972	4.4348e7	1	2
375.19778	24.0440	24.3087	24.7837	1	z1:375.1978	1	1	374.19051	375.19778	4.3551e7	1	1
532.27124	24.2738	24.7448	24.9632	2	z2:532.2712	1	2	1060.52122	531.26789	4.2438e7	1	1
425.72440	24.0440	24.4808	24.9632	2;4	z2:850.4426;z4:425.7244	2	4	1694.85536	424.72112	4.2394e7	2	2
463.21582	24.6205	24.9125	24.9632	2;4	z2:925.4225;z4:463.2158	2	4	1844.81920	462.21208	4.2373e7	2	2
405.71362	24.2738	24.6553	24.9632	2;4	z2:810.4195;z4:405.7136	2	4	1616.81868	405.21195	4.1736e7	1	2
674.33557	24.0783	24.5637	24.9632	2;4	z2:674.3356;z4:337.6711	2	2	1344.64957	673.33206	4.1702e7	2	2
565.27234	24.0440	24.4332	24.9125	2	z2:565.2723	1	2	1126.52342	564.26898	4.1274e7	1	1
343.22101	24.5637	24.6553	24.9632	2;4	z2:685.4341;z4:343.2210	2	4	1366.84802	342.71928	4.1188e7	2	2
359.69476	24.6205	24.8227	24.9632	2;4	z2:718.3831;z4:359.6948	2	4	1430.73734	358.69161	4.0378e7	2	2
474.26562	24.0440	24.0783	24.5637	1	z1:474.2656	1	1	473.25835	474.26562	3.9786e7	1	1
358.22620	24.1522	24.5127	24.9632	2;4	z2:715.4457;z4:358.2262	2	4	1426.86897	357.72452	3.9377e7	1	2
459.26718	24.1867	24.6553	24.9632	2	z2:459.2672	1	2	914.51310	458.26383	3.9244e7	1	1
456.23840	24.6987	24.8227	24.9632	2;4;6	z2:911.4671;z4:456.2384;z6:304.4939	3	4	1816.90910	455.23455	3.9043e7	3	3
517.30829	24.3780	24.8730	24.9632	1	z1:517.3083	1	1	516.30101	517.30829	3.8945e7	1	1
544.31995	24.3780	24.8730	24.9632	2	z2:544.3199	1	2	1084.61863	543.31659	3.8523e7	1	1
444.21100	24.4332	24.5637	24.9632	2;4	z2:887.4113;z4:444.2110	2	4	1768.80021	443.20733	3.8479e7	2	2
359.23895	24.6553	24.6987	24.9632	1	z1:359.2390	1	1	358.23168	359.23895	3.8372e7	1	1
640.30280	24.0440	24.1867	24.6205	2;4	z2:640.3028;z4:320.6556	2	2	1276.58443	639.29949	3.8131e7	2	2
351.20178	24.0783	24.5637	24.9632	4	z4:351.2018	1	4	1398.77131	350.70010	3.8011e7	1	1
330.21371	24.6553	24.7837	24.9632	2;4	z2:659.4197;z4:330.2137	2	4	1314.81888	329.71200	3.7962e7	2	2
517.29712	24.0440	24.4808	24.9632	2	z2:517.2971	1	2	1030.57298	516.29376	3.7863e7	1	1
469.21173	24.6987	24.8730	24.9632	2;4;6	z2:937.4193;z4:469.2117;z6:313.1450	3	4	1868.80579	468.20872	3.7831e7	3	3
515.31793	24.3780	24.8730	24.9632	2	z2:515.3179	1	2	1026.61460	514.31458	3.7068e7	1	1
644.34698	24.0440	24.0783	24.5637	2;4	z2:644.3470;z4:322.6774	2	2	1284.67295	643.34375	3.6844e7	2	2
428.71701	24.0440	24.1867	24.6553	2;4	z2:856.4243;z4:428.7170	2	4	1706.82478	427.71347	3.6575e7	2	2
428.26123	24.0440	24.3087	24.7837	2	z2:428.2612	1	2	852.50120	427.25788	3.6409e7	1	1
589.32965	24.6205	24.8730	24.9632	2	z2:589.3297	1	2	1174.63804	588.32630	3.6319e7	1	1
515.28699	24.0440	24.3780	24.5127	2;4;6	z2:1029.5663;z4:515.2870;z6:343.8610	3	4	2053.10584	514.28374	3.6157e7	3	3
385.25497	24.3780	24.8730	24.9632	2	z2:385.2550	1	2	766.48869	384.25162	3.5713e7	1	1
473.30710	24.0440	24.3780	24.3780	2	z2:473.3071	1	2	942.59293	472.30374	3.5464e7	1	1
589.31885	24.0440	24.4808	24.5637	2	z2:589.3188	1	2	1174.61643	588.31549	3.5341e7	1	1
391.23654	24.1867	24.6553	24.9632	2	z2:391.2365	1	2	778.45182	390.23319	3.4411e7	1	1
460.28784	24.3087	24.7837	24.9632	2	z2:460.2878	1	2	916.55442	459.28449	3.4377e7	1	1
601.36542	24.3087	24.7837	24.9632	2;4	z2:601.3654;z4:301.1865	2	2	1198.70970	600.36213	3.4026e7	2	2
319.68915	24.8730	24.9363	24.9632	2;4	z2:638.3726;z4:319.6891	2	4	1272.72181	319.18773	3.3443e7	2	2
603.34558	24.0440	24.2738	24.7448	2;4	z2:603.3456;z4:302.1764	2	2	1202.66982	602.34218	3.3298e7	2	2
579.26019	24.6553	24.7448	24.9632	2;4;6	z2:1157.5159;z4:579.2602;z6:386.5095	3	4	2306.99213	577.75531	3.3101e7	3	3
446.22354	24.0440	24.5127	24.9632	1	z1:446.2235	1	1	445.21626	446.22354	3.3081e7	1	1
329.67023	24.0440	24.3087	24.5637	2;4	z2:658.3334;z4:329.6702	2	4	1312.64530	329.16860	3.2936e7	2	2
418.18744	24.0440	24.0440	24.5127	2;4	z2:835.3671;z4:418.1874	2	4	1664.70705	417.18404	3.2880e7	2	2
490.26126	24.3780	24.8730	24.9632	2	z2:490.2613	1	2	976.50126	489.25791	3.2868e7	1	1
451.26627	24.3780	24.8730	24.9632	2	z2:451.2663	1	2	898.51127	450.26291	3.2333e7	1	1
388.69208	24.0440	24.3087	24.7837	2;4	z2:776.3792;z4:388.6921	2	4	1546.73045	387.68989	3.2081e7	1	2
534.30469	24.4808	24.9363	24.9632	2	z2:534.3047	1	2	1064.58811	533.30133	3.1577e7	1	1
609.28534	24.4808	24.9363	24.9632	2;4	z2:609.2853;z4:305.1474	2	2	1214.55043	608.28249	3.1561e7	2	2
345.16568	24.2253	24.5637	24.9632	2;4	z2:689.3256;z4:345.1657	2	4	1374.62792	344.66426	3.1512e7	2	2
369.69168	24.0440	24.3780	24.6987	2;4	z2:738.3756;z4:369.6917	2	4	1470.72325	368.68809	3.1349e7	1	2
530.30249	24.0440	24.4808	24.9632	1	z1:530.3025	1	1	529.29521	530.30249	3.0788e7	1	1
502.27576	24.0440	24.1522	24.6205	1	z1:502.2758	1	1	501.26848	502.27576	3.0748e7	1	1
411.23932	24.4332	24.5127	24.9632	2;4	z2:821.4712;z4:411.2393	2	4	1636.91472	410.23596	3.0461e7	2	2
402.26978	24.4332	24.9125	24.9632	2	z2:402.2698	1	2	800.51829	401.26642	3.0287e7	1	1
592.31128	24.2253	24.6987	24.9632	1	z1:592.3113	1	1	589.29729	590.30457	3.0164e7	1	1
365.21793	24.0440	24.4808	24.9632	2	z2:365.2179	1	2	726.41459	364.21457	3.0134e7	1	1
447.72495	24.0440	24.3087	24.7837	2;4	z2:894.4396;z4:447.7249	2	4	1782.85665	446.72144	3.0050e7	2	2
308.97446	24.0440	24.0783	24.5637	4	z4:308.9745	1	4	1229.86201	308.47278	3.0001e7	1	1
359.69476	24.0440	24.0783	24.3780	2;4	z2:718.3831;z4:359.6948	2	4	1430.73826	358.69184	2.9934e7	1	2
520.27283	24.6205	24.6553	24.7837	2;4;6	z2:1039.5365;z4:520.2728;z6:347.5194	3	4	2073.04846	519.26939	2.9827e7	3	3
487.29703	24.4808	24.9363	24.9632	2	z2:487.2970	1	2	970.57279	486.29367	2.9652e7	1	1
530.32788	24.0440	24.3087	24.7837	2	z2:530.3279	1	2	1056.63450	529.32453	2.9374e7	1	1
720.33319	24.0440	24.3087	24.5127	2;4	z2:720.3332;z4:360.6697	2	2	1434.63841	718.32648	2.8960e7	1	2
718.37219	24.2253	24.5127	24.6553	2;4	z2:718.3722;z4:359.6896	2	2	1430.71641	716.36548	2.8807e7	1	2
619.32941	24.0440	24.3780	24.8730	1;2	z1:619.3294;z2:310.1681	2	1	616.31524	617.32251	2.8649e7	2	2
403.22870	24.0440	24.3780	24.3780	2	z2:403.2287	1	2	802.43613	402.22534	2.8020e7	1	1
422.23947	24.0440	24.3087	24.7837	2	z2:422.2395	1	2	840.45768	421.23612	2.7940e7	1	1
471.26724	24.0440	24.1867	24.6553	1	z1:471.2672	1	1	470.25997	471.26724	2.7751e7	1	1
388.25522	24.0440	24.1867	24.6553	2	z2:388.2552	1	2	772.48917	387.25186	2.7670e7	1	1
304.16089	24.0440	24.1522	24.6205	2	z2:304.1609	1	2	604.30051	303.15753	2.7392e7	1	1
438.24918	24.8227	24.9632	24.9632	2;4	z2:875.4918;z4:438.2492	2	4	1744.95437	437.24587	2.7145e7	2	2
355.18436	24.4332	24.9125	24.9632	2;4	z2:709.3605;z4:355.1844	2	4	1414.70161	354.68268	2.7075e7	1	2
677.38281	24.5637	24.9632	24.9632	2;4	z2:677.3828;z4:339.1941	2	2	1350.74275	676.37865	2.7033e7	2	2
574.32977	24.0783	24.4332	24.4808	2	z2:574.3298	1	2	1144.63828	573.32642	2.6979e7	1	1
436.23004	24.0440	24.4808	24.9632	2	z2:436.2300	1	2	868.43882	435.22669	2.6949e7	1	1
369.19397	24.5127	24.8227	24.9632	2;4	z2:737.3835;z4:369.1940	2	4	1468.73441	368.19088	2.6779e7	2	2
445.73245	24.6205	24.9125	24.9632	2;4	z2:890.4556;z4:445.7325	2	4	1774.88611	444.72880	2.6679e7	2	2
641.32330	24.0440	24.4808	24.9632	2;4	z2:641.3233;z4:321.1661	2	2	1278.62591	640.32023	2.6164e7	2	2
515.28040	24.1215	24.4808	24.9632	2	z2:515.2804	1	2	1026.53953	514.27704	2.6073e7	1	1
402.19815	24.4332	24.7448	24.9363	4	z4:402.1982	1	4	1602.75679	401.69647	2.6014e7	1	1
589.27557	24.2253	24.5127	24.7837	2;4;6	z2:1177.5398;z4:589.2756;z6:393.1853	3	4	2347.04693	587.76901	2.5603e7	2	3
507.25888	24.0440	24.1867	24.6553	2	z2:507.2589	1	2	1010.49650	506.25553	2.5464e7	1	1
420.24030	24.1522	24.2738	24.6987	2;4	z2:839.4736;z4:420.2403	2	4	1672.91871	419.23696	2.5412e7	2	2
690.36615	24.2253	24.6987	24.9632	2;4	z2:690.3661;z4:345.6860	2	2	1376.70959	689.36207	2.5348e7	2	2
386.98795	24.0440	24.0783	24.5637	5	z5:386.9879	1	5	1925.88993	386.18526	2.5292e7	1	1
558.33435	24.2738	24.6205	24.9632	2	z2:558.3344	1	2	1112.64744	557.33100	2.5156e7	1	1
412.71005	24.6553	24.9125	24.9632	2;4	z2:824.4148;z4:412.7101	2	4	1642.79910	411.70705	2.5132e7	2	2
502.74820	24.0440	24.0783	24.3432	2;4;6	z2:1004.4893;z4:502.7482;z6:335.1695	3	4	2002.95033	501.74486	2.4996e7	2	3
480.28134	24.4808	24.9363	24.9632	2	z2:480.2813	1	2	956.54142	479.27799	2.4936e7	1	1
350.18317	24.0783	24.4808	24.7837	2;4	z2:699.3594;z4:350.1832	2	4	1394.69711	349.68155	2.4524e7	2	2
501.24384	24.2253	24.6987	24.9632	2	z2:501.2438	1	2	998.46641	500.24048	2.4503e7	1	1
403.69412	24.4332	24.6987	24.9363	2;4	z2:806.3812;z4:403.6941	2	4	1606.73448	402.69090	2.4388e7	1	2
561.32220	24.1215	24.6205	24.9632	1	z1:561.3222	1	1	558.30822	559.31549	2.4315e7	1	1
545.30255	24.0783	24.5637	24.9632	4	z4:545.3026	1	4	2173.16768	544.29920	2.4122e7	1	1
504.27649	24.0440	24.2738	24.7448	2	z2:504.2765	1	2	1004.53172	503.27313	2.3751e7	1	1
365.19156	24.2253	24.6987	24.9632	2;4	z2:729.3768;z4:365.1916	2	4	1454.73042	364.68988	2.3606e7	1	2
632.33380	24.1867	24.6553	24.9632	2;4	z2:632.3338;z4:316.6709	2	2	1260.64691	631.33073	2.3405e7	2	2
486.24808	24.8730	24.9632	24.9632	2;4;6	z2:971.4882;z4:486.2481;z6:324.5006	3	4	1936.94919	485.24457	2.3316e7	3	3
638.34827	24.1867	24.6553	24.9632	2;4	z2:638.3483;z4:319.6783	2	2	1272.67596	637.34526	2.3168e7	2	2
452.74042	24.0440	24.0440	24.5127	2;4;6	z2:904.4739;z4:452.7404;z6:302.1625	3	4	1802.91923	451.73708	2.2925e7	2	3
605.32428	24.8227	24.9363	24.9632	2	z2:605.3243	1	2	1206.62730	604.32092	2.2779e7	1	1
451.23004	24.3780	24.8730	24.9632	2	z2:451.2300	1	2	898.43882	450.22669	2.2673e7	1	1
460.27664	24.0440	24.1867	24.6205	2	z2:460.2766	1	2	916.53202	459.27329	2.2381e7	1	1
306.18423	24.1867	24.6553	24.9632	2;4	z2:611.3619;z4:306.1842	2	4	1218.70148	305.68265	2.1970e7	2	2
389.23990	24.0440	24.0783	24.5637	2	z2:389.2399	1	2	774.45853	388.23654	2.1929e7	1	1
474.26562	24.6205	24.8730	24.9632	1	z1:474.2656	1	1	473.25835	474.26562	2.1912e7	1	1
389.21378	24.2738	24.7448	24.9632	2	z2:389.2138	1	2	774.40629	388.21042	2.1877e7	1	1
421.22177	24.5127	24.9125	24.9632	4	z4:421.2218	1	4	1676.84456	420.21842	2.1824e7	1	1
442.75009	24.6553	24.7448	24.9632	2;4	z2:884.4919;z4:442.7501	2	4	1762.95762	441.74668	2.1801e7	2	2
333.68134	24.0783	24.4808	24.8730	2;4	z2:666.3551;z4:333.6813	2	4	1328.68944	333.17964	2.1696e7	2	2
402.69537	24.0440	24.4332	24.5637	2;4	z2:804.3820;z4:402.6954	2	4	1602.73607	401.69129	2.1639e7	1	2
694.35162	24.0440	24.3087	24.7837	2;4	z2:694.3516;z4:347.6786	2	2	1384.68086	693.34771	2.1607e7	2	2
417.24551	24.6553	24.6987	24.9632	2	z2:417.2455	1	2	830.46977	416.24216	2.1556e7	1	1
350.19183	24.0440	24.0440	24.5127	2;4	z2:699.3769;z4:350.1918	2	4	1394.73179	349.69022	2.1133e7	2	2
418.20358	24.0440	24.1867	24.6553	2	z2:418.2036	1	2	833.38926	417.70191	2.1121e7	1	1
408.22318	24.0440	24.1867	24.6553	4	z4:408.2232	1	4	1626.85688	407.72150	2.0943e7	1	1
406.67407	24.3780	24.8730	24.9632	2;4	z2:812.3407;z4:406.6741	2	4	1618.65366	405.67069	2.0932e7	2	2
498.77042	24.0440	24.2253	24.3432	2;4;6	z2:996.5317;z4:498.7704;z6:332.8492	3	4	1987.03871	497.76695	2.0892e7	3	3
308.97446	24.6205	24.9125	24.9632	5	z5:308.9745	1	5	1535.82248	308.17177	2.0692e7	1	1
322.70804	24.6987	24.8730	24.9632	2;4	z2:644.4088;z4:322.7080	2	4	1284.79632	322.20636	2.0674e7	2	2
387.27142	24.0440	24.2253	24.2253	2	z2:387.2714	1	2	770.52158	386.26807	2.0628e7	1	1
523.24939	24.3780	24.8730	24.9632	2	z2:523.2494	1	2	1042.47752	522.24603	2.0612e7	1	1
449.21774	24.2253	24.6987	24.9363	2	z2:449.2177	1	2	894.41422	448.21439	2.0554e7	1	1
345.22382	24.6987	24.6987	24.9632	1	z1:345.2238	1	1	344.21654	345.22382	2.0521e7	1	1
419.24280	24.3780	24.8730	24.9632	2	z2:419.2428	1	2	834.46433	418.23944	2.0517e7	1	1
623.31439	24.0440	24.1215	24.5637	2;4	z2:623.3144;z4:312.1611	2	2	1242.60786	622.31121	2.0499e7	2	2
501.31378	24.4808	24.6553	24.9632	1	z1:501.3138	1	1	500.30651	501.31378	2.0453e7	1	1
333.21317	24.0440	24.5127	24.9632	4	z4:333.2132	1	4	1326.81685	332.71149	2.0169e7	1	1
347.18433	24.2738	24.6553	24.9632	2	z2:347.1843	1	2	690.34739	346.18097	2.0056e7	1	1
579.27863	24.3780	24.8730	24.9632	2	z2:579.2786	1	2	1154.53599	578.27527	1.9986e7	1	1
375.23486	24.6205	24.8730	24.9632	2	z2:375.2349	1	2	746.44846	374.23151	1.9864e7	1	1
458.30737	24.4808	24.9632	24.9632	1	z1:458.3074	1	1	457.30010	458.30737	1.9801e7	1	1
588.34436	24.0783	24.5637	24.7837	2	z2:588.3444	1	2	1172.66746	587.34101	1.9738e7	1	1
446.26096	24.0440	24.3087	24.7837	2	z2:446.2610	1	2	888.50065	445.25760	1.9379e7	1	1
379.20856	24.8227	24.8730	24.9632	3	z3:379.2086	1	3	1132.59713	378.53965	1.9298e7	1	1
639.30914	24.5127	24.9632	24.9632	2;4	z2:639.3091;z4:320.1583	2	2	1274.59725	638.30590	1.9151e7	2	2
426.74332	24.0440	24.2738	24.6987	2;4	z2:852.4796;z4:426.7433	2	4	1698.93078	425.73997	1.9120e7	2	2
382.68790	24.6205	24.9363	24.9632	2;4	z2:764.3662;z4:382.6879	2	4	1522.70445	381.68339	1.9029e7	1	2
411.70764	24.0440	24.4808	24.6553	2;4	z2:822.4105;z4:411.7076	2	4	1638.78887	410.70449	1.8945e7	2	2
425.20877	24.2738	24.6205	24.9125	2;4	z2:849.4127;z4:425.2088	2	4	1692.79450	424.20590	1.8933e7	2	2
427.56055	24.3432	24.3780	24.6553	4;6	z4:640.8388;z6:427.5605	2	6	2553.30240	426.55768	1.8876e7	2	2
433.73975	24.9125	24.9363	24.9632	2;4	z2:866.4693;z4:433.7397	2	4	1726.91560	432.73618	1.8775e7	2	3
343.20779	24.0440	24.1867	24.6553	4	z4:343.2078	1	4	1366.79536	342.70612	1.8704e7	1	1
531.28668	24.6987	24.6987	24.9632	1	z1:531.2867	1	1	530.27941	531.28668	1.8631e7	1	1
537.26617	24.4808	24.9125	24.9632	2	z2:537.2662	1	2	1070.51109	536.26282	1.8421e7	1	1
757.34845	24.0440	24.3780	24.5637	2;4	z2:757.3484;z4:379.1765	2	2	1508.66893	755.34174	1.8414e7	1	2
306.15894	24.3780	24.8730	24.9632	2;4	z2:612.3082;z4:306.1589	2	4	1218.60006	305.65729	1.8400e7	2	3
315.68735	24.2738	24.7448	24.9632	2	z2:315.6873	1	2	627.35343	314.68399	1.8219e7	1	1
803.38733	24.3087	24.7448	24.9363	1	z1:803.3873	1	1	800.37334	801.38062	1.8200e7	1	1
704.31927	24.0440	24.1867	24.4332	2;4	z2:704.3193;z4:352.6636	2	2	1404.61785	703.31620	1.7823e7	2	2
