Detected m/z (primary)	RT Start	RT Apex	RT End	Charge States	Per-Charge Detected m/z	Num Charge States	Primary Charge	Monoisotopic Mass	Mono m/z (primary)	Summed Intensity	Cross-Charge Support	Num Members
648.32977	24.5637	24.9632	24.9632	2	z2:648.3298	1	2	1292.63828	647.32642	3.8234e6	1	1
862.38812	24.0440	24.1215	24.4808	2	z2:862.3881	1	2	1718.74827	860.38141	3.8231e6	1	1
409.20660	24.4332	24.9125	24.9632	2	z2:409.2066	1	2	814.39195	408.20325	3.8204e6	1	1
622.31897	24.5637	24.9632	24.9632	2;4	z2:622.3190;z4:312.1622	2	2	1240.61302	621.31379	3.8168e6	2	3
574.29333	24.0440	24.1867	24.3780	1	z1:574.2933	1	1	571.27935	572.28663	3.8043e6	1	1
343.20779	24.6987	24.6987	24.9632	4	z4:343.2078	1	4	1366.79536	342.70612	3.8037e6	1	1
319.17252	24.0440	24.3780	24.8730	1	z1:319.1725	1	1	319.16859	320.17587	3.7725e6	1	1
434.70554	24.5127	24.5637	24.7837	2;4	z2:868.4047;z4:434.7055	2	4	1730.78031	433.70235	3.7642e6	2	2
439.23010	24.0783	24.0783	24.2253	2	z2:439.2301	1	2	874.43894	438.22675	3.7628e6	1	1
371.01120	24.0440	24.1867	24.6553	6	z6:371.0112	1	6	2214.00341	370.00785	3.7269e6	1	1
701.34479	24.0440	24.1215	24.1867	2;4	z2:701.3448;z4:351.1769	2	2	1398.66979	700.34217	3.7196e6	2	2
537.27557	24.3432	24.4332	24.5127	1	z1:537.2756	1	1	536.26830	537.27557	3.7150e6	1	1
467.22498	24.0440	24.3087	24.6205	2	z2:467.2250	1	2	930.42869	466.22162	3.7091e6	1	1
546.75360	24.6553	24.9125	24.9632	2;4	z2:1092.5005;z4:546.7536	2	4	2176.96629	545.24885	3.7064e6	1	2
648.32977	24.0440	24.0440	24.3780	1	z1:648.3298	1	1	645.31579	646.32306	3.6962e6	1	1
489.26608	24.0440	24.0440	24.5127	2	z2:489.2661	1	2	974.51090	488.26273	3.6929e6	1	1
530.36475	24.0440	24.0440	24.2253	5	z5:530.3647	1	5	2640.76722	529.16072	3.6458e6	1	1
703.39850	24.0440	24.1867	24.3432	2	z2:703.3985	1	2	1402.77573	702.39514	3.6105e6	1	1
498.76410	24.3432	24.4332	24.5127	4	z4:498.7641	1	4	1987.01387	497.76074	3.6078e6	1	1
305.18161	24.0440	24.0783	24.2738	2;4	z2:609.3535;z4:305.1816	2	4	1212.68392	304.17826	3.6059e6	1	2
519.24084	24.0440	24.1215	24.6205	2	z2:519.2408	1	2	1034.46043	518.23749	3.5773e6	1	1
480.25348	24.1867	24.3087	24.6553	1	z1:480.2535	1	1	479.24620	480.25348	3.5498e6	1	1
561.28705	24.4808	24.8227	24.9125	4	z4:561.2870	1	4	2235.09896	559.78202	3.5440e6	1	1
482.23599	24.0440	24.0783	24.5127	2	z2:482.2360	1	2	960.45072	481.23264	3.5321e6	1	1
361.18274	24.0783	24.5637	24.6205	2	z2:361.1827	1	2	718.34422	360.17938	3.5213e6	1	1
488.22708	24.5127	24.6205	24.9363	4	z4:488.2271	1	4	1944.86580	487.22373	3.5092e6	1	1
549.23285	24.3087	24.7837	24.9632	2	z2:549.2328	1	2	1094.44444	548.22949	3.4883e6	1	1
489.33972	24.0440	24.3780	24.6553	2	z2:489.3397	1	2	974.65818	488.33637	3.4867e6	1	1
550.22876	24.0440	24.3087	24.5637	2	z2:550.2288	1	2	1096.43626	549.22540	3.4814e6	1	1
467.72717	24.8227	24.9125	24.9632	2;4	z2:934.4442;z4:467.7272	2	4	1862.86545	466.72364	3.4771e6	2	2
402.20270	24.1867	24.3780	24.3780	4	z4:402.2027	1	4	1602.77498	401.70102	3.4639e6	1	1
460.73779	24.6553	24.7837	24.9363	2;4	z2:920.4697;z4:460.7378	2	4	1834.90899	459.73452	3.4581e6	2	2
373.25571	24.0440	24.0440	24.5127	2	z2:373.2557	1	2	742.49015	372.25235	3.4204e6	1	1
619.30322	24.1215	24.3087	24.7837	1	z1:619.3032	1	1	616.28924	617.29651	3.4183e6	1	1
477.21002	24.0440	24.0440	24.2738	2;4	z2:953.4160;z4:477.2100	2	4	1900.79857	476.20692	3.3914e6	2	2
605.25110	24.0440	24.1867	24.3087	2	z2:605.2511	1	2	1206.48093	604.24774	3.3664e6	1	1
393.21918	24.0440	24.3780	24.5127	1	z1:393.2192	1	1	392.21190	393.21918	3.3619e6	1	1
567.26819	24.0440	24.0783	24.1215	2	z2:567.2682	1	2	1130.51511	566.26483	3.3572e6	1	1
537.30145	24.1867	24.6553	24.6553	2	z2:537.3015	1	2	1070.58164	536.29810	3.3346e6	1	1
460.23935	24.2253	24.3780	24.6987	4	z4:460.2393	1	4	1834.92158	459.73767	3.3258e6	1	1
378.19223	24.6553	24.6553	24.9125	1;2	z1:755.3796;z2:378.1922	2	2	752.36343	377.18899	3.3196e6	2	2
507.26535	24.6205	24.9363	24.9632	1	z1:507.2654	1	1	506.25807	507.26535	3.3166e6	1	1
404.18799	24.1867	24.6553	24.6553	2	z2:404.1880	1	2	803.35136	402.68296	3.3013e6	1	1
351.18188	24.5127	24.7837	24.9632	2;4	z2:700.3598;z4:351.1819	2	4	1398.69172	350.68021	3.2933e6	1	2
515.34003	24.0440	24.1215	24.3780	2	z2:515.3400	1	2	1026.65879	514.33667	3.2876e6	1	1
687.40460	24.0783	24.2253	24.4808	1	z1:687.4046	1	1	684.39062	685.39789	3.2862e6	1	1
345.24927	24.3432	24.8227	24.8730	4	z4:345.2493	1	4	1374.96125	344.74759	3.2832e6	1	1
562.31842	24.0440	24.3432	24.4808	1	z1:562.3184	1	1	559.30443	560.31171	3.2596e6	1	2
539.28101	24.5637	24.5637	24.9632	2	z2:539.2810	1	2	1074.54075	538.27765	3.2273e6	1	1
602.35010	24.4808	24.6987	24.9632	2	z2:602.3501	1	2	1200.67893	601.34674	3.2237e6	1	1
370.18903	24.6987	24.9363	24.9632	4	z4:370.1890	1	4	1472.71358	369.18567	3.2228e6	1	1
370.18365	24.3087	24.5637	24.5637	2;4	z2:739.3621;z4:370.1837	2	4	1474.69880	369.68198	3.2165e6	1	2
318.66037	24.0440	24.1867	24.3780	4	z4:318.6604	1	4	1268.60566	318.15869	3.2099e6	1	1
663.32379	24.4808	24.5637	24.9632	2	z2:663.3238	1	2	1322.62632	662.32044	3.2061e6	1	1
391.19562	24.7837	24.9363	24.9632	4	z4:391.1956	1	4	1554.73324	389.69059	3.2061e6	1	1
306.15894	24.0440	24.1867	24.3432	1	z1:306.1589	1	1	305.15166	306.15894	3.2042e6	1	1
346.22086	24.0440	24.1867	24.5637	2	z2:346.2209	1	2	688.42045	345.21750	3.1973e6	1	1
470.27151	24.4808	24.9632	24.9632	2	z2:470.2715	1	2	937.52512	469.76984	3.1831e6	1	1
400.21841	24.2253	24.6553	24.7837	4	z4:400.2184	1	4	1594.83784	399.71674	3.1814e6	1	1
606.30743	24.4808	24.8227	24.9363	2	z2:606.3074	1	2	1208.59361	605.30408	3.1662e6	1	1
391.20731	24.2253	24.4332	24.5637	2;4	z2:781.4099;z4:391.2073	2	4	1556.79185	390.20524	3.1573e6	1	2
313.68478	24.0440	24.0440	24.3087	2;4	z2:626.3625;z4:313.6848	2	4	1248.70342	313.18313	3.1567e6	2	2
311.68134	24.3780	24.5127	24.5637	2;4	z2:622.3541;z4:311.6813	2	4	1242.69624	311.68134	3.1522e6	1	2
397.19083	24.7448	24.8730	24.9632	4	z4:397.1908	1	4	1580.72078	396.18747	3.1511e6	1	1
340.17935	24.1522	24.4808	24.8227	4	z4:340.1794	1	4	1352.67488	339.17600	3.1296e6	1	1
597.37079	24.7448	24.9632	24.9632	2	z2:597.3708	1	2	1190.72031	596.36743	3.1215e6	1	1
443.24155	24.3780	24.5127	24.5637	4	z4:443.2415	1	4	1766.93037	442.73987	3.1160e6	1	1
496.25052	24.0440	24.3780	24.5127	2	z2:496.2505	1	2	988.47977	495.24716	3.1142e6	1	1
577.28198	24.7448	24.7448	24.9632	1	z1:577.2820	1	1	574.26800	575.27527	3.1078e6	1	1
553.75928	24.0783	24.2738	24.3087	4	z4:553.7593	1	4	2206.99458	552.75592	3.1035e6	1	1
317.21771	24.6205	24.6205	24.9632	4	z4:317.2177	1	4	1262.83503	316.71603	3.1023e6	1	1
420.72736	24.0440	24.2253	24.2738	4	z4:420.7274	1	4	1676.87361	420.22568	3.0912e6	1	2
410.68216	24.8227	24.9125	24.9632	2;4	z2:820.3604;z4:410.6822	2	4	1634.68787	409.67924	3.0911e6	2	2
654.30878	24.5127	24.7837	24.8730	2	z2:654.3088	1	2	1304.59629	653.30542	3.0770e6	1	1
424.21002	24.5127	24.6553	24.7448	1;2	z1:847.4146;z2:424.2100	2	2	844.39928	423.20691	3.0742e6	2	2
453.20850	24.0440	24.1867	24.5637	2	z2:453.2085	1	2	902.39573	452.20514	3.0737e6	1	1
395.20340	24.0440	24.0440	24.5127	2	z2:395.2034	1	2	786.38554	394.20004	3.0560e6	1	1
376.70020	24.6553	24.8730	24.9363	4	z4:376.7002	1	4	1500.76497	376.19852	3.0412e6	1	1
350.20544	24.5637	24.8227	24.9363	4	z4:350.2054	1	4	1394.78596	349.70377	3.0251e6	1	1
575.26703	24.3780	24.5637	24.6205	2	z2:575.2670	1	2	1146.51280	574.26367	3.0240e6	1	1
675.32910	24.6205	24.6553	24.8730	2	z2:675.3291	1	2	1346.63694	674.32575	3.0115e6	1	1
649.29767	24.0440	24.3087	24.7837	2	z2:649.2977	1	2	1294.57407	648.29431	3.0073e6	1	1
376.68225	24.7837	24.9125	24.9632	2;4	z2:752.3569;z4:376.6823	2	4	1500.69319	376.18057	3.0001e6	1	2
366.17578	24.0440	24.4332	24.6205	6	z6:366.1758	1	6	2184.99090	365.17243	2.9991e6	1	1
312.65247	24.0783	24.3087	24.6987	1	z1:312.6525	1	1	311.64519	312.65247	2.9838e6	1	1
674.38190	24.0783	24.5637	24.7837	2;4	z2:674.3819;z4:337.6945	2	2	1344.74250	673.37853	2.9702e6	2	2
406.18646	24.1522	24.3087	24.3432	2	z2:406.1865	1	2	808.35166	405.18311	2.9691e6	1	1
314.99243	24.0440	24.0783	24.5637	5	z5:314.9924	1	5	1565.91236	314.18975	2.9661e6	1	1
488.73495	24.6553	24.9125	24.9632	4	z4:488.7350	1	4	1946.89729	487.73160	2.9604e6	1	1
515.74255	24.5637	24.6987	24.7448	2;4	z2:1030.4781;z4:515.7426	2	4	2054.92778	514.73922	2.9570e6	2	2
525.26538	24.0440	24.1215	24.1867	2	z2:525.2654	1	2	1046.50950	524.26203	2.9430e6	1	1
301.20422	24.3432	24.4808	24.6553	2;4	z2:601.4016;z4:301.2042	2	4	1198.78144	300.70264	2.9381e6	2	2
416.21854	24.0440	24.1867	24.2253	1;2	z1:831.4310;z2:416.2185	2	2	828.41588	415.21522	2.9345e6	2	2
347.20511	24.0783	24.5637	24.5637	4	z4:347.2051	1	4	1382.78462	346.70343	2.9293e6	1	1
840.42096	24.6987	24.7448	24.9632	2	z2:840.4210	1	2	1674.81395	838.41425	2.9271e6	1	1
434.68329	24.7837	24.9125	24.9363	4	z4:434.6833	1	4	1730.69063	433.67993	2.9264e6	1	1
375.20465	24.8227	24.9125	24.9632	4	z4:375.2047	1	4	1494.78279	374.70297	2.9216e6	1	1
425.26013	24.9363	24.9632	24.9632	4	z4:425.2601	1	4	1690.99129	423.75510	2.9213e6	1	1
313.70264	24.7448	24.8730	24.9363	4	z4:313.7026	1	4	1248.77473	313.20096	2.9040e6	1	1
333.69977	24.8227	24.9363	24.9632	4	z4:333.6998	1	4	1328.76326	333.19809	2.9018e6	1	1
696.37811	24.1867	24.3780	24.5637	1	z1:696.3781	1	1	693.36413	694.37140	2.9015e6	1	1
515.31793	24.0440	24.3432	24.3432	2	z2:515.3179	1	2	1026.61460	514.31458	2.8782e6	1	1
321.69955	24.6553	24.7448	24.9125	4	z4:321.6996	1	4	1282.76911	321.69955	2.8754e6	1	1
476.24255	24.8730	24.8730	24.9632	3	z3:476.2426	1	3	1421.69241	474.90475	2.8588e6	1	1
448.72171	24.8730	24.9125	24.9632	2;4	z2:896.4392;z4:448.7217	2	4	1786.84617	447.71882	2.8530e6	2	2
433.20267	24.0440	24.0440	24.4808	2	z2:433.2027	1	2	862.38407	432.19931	2.8462e6	1	1
459.26718	24.0440	24.1215	24.1522	1	z1:459.2672	1	1	459.26326	460.27054	2.8365e6	1	1
618.31738	24.5637	24.7448	24.7448	2	z2:618.3174	1	2	1232.61350	617.31403	2.8275e6	1	1
326.17575	24.2253	24.3087	24.3780	4	z4:326.1758	1	4	1298.66719	325.67407	2.8221e6	1	1
352.20859	24.1215	24.4808	24.5637	1	z1:352.2086	1	1	350.19796	351.20523	2.8194e6	1	1
407.23239	24.0440	24.0440	24.3087	2	z2:407.2324	1	2	810.44352	406.22904	2.8141e6	1	1
378.68457	24.4808	24.7837	24.9125	4	z4:378.6846	1	4	1506.69576	377.68122	2.7792e6	1	1
427.27676	24.0440	24.1215	24.5637	2	z2:427.2768	1	2	850.53227	426.27341	2.7778e6	1	1
570.37195	24.9125	24.9363	24.9632	2	z2:570.3719	1	2	1136.72263	569.36859	2.7614e6	1	1
501.37531	24.0783	24.4332	24.7837	2	z2:501.3753	1	2	998.72935	500.37195	2.7612e6	1	1
927.86847	24.6205	24.6987	24.6987	2;3	z2:927.8685;z3:618.9161	2	2	1849.71066	925.86261	2.7489e6	2	2
680.32330	24.6553	24.9125	24.9632	2	z2:680.3233	1	2	1356.62534	679.31995	2.7450e6	1	1
784.43103	24.1522	24.3780	24.4332	1	z1:784.4310	1	1	781.41704	782.42432	2.7375e6	1	1
733.38251	24.0440	24.1215	24.1867	2;3	z2:733.3825;z3:488.9207	2	2	1460.73704	731.37580	2.7360e6	1	2
447.72495	24.8227	24.8227	24.9632	1	z1:447.7249	1	1	446.71767	447.72495	2.7167e6	1	1
414.20300	24.8227	24.9632	24.9632	4	z4:414.2030	1	4	1648.76949	413.19965	2.7077e6	1	1
363.18024	24.9125	24.9125	24.9632	1	z1:363.1802	1	1	362.17296	363.18024	2.7032e6	1	1
476.28180	24.8227	24.8227	24.9632	4	z4:476.2818	1	4	1897.08467	475.27844	2.7021e6	1	1
563.34009	24.0440	24.3780	24.8730	2	z2:563.3401	1	2	1122.65891	562.33673	2.6915e6	1	1
738.40594	24.8227	24.8730	24.9632	2;4	z2:738.4059;z4:369.9577	2	2	1470.78392	736.39924	2.6696e6	1	2
483.74600	24.3087	24.4332	24.4808	2;4	z2:966.4907;z4:483.7460	2	4	1926.94330	482.74310	2.6689e6	2	2
578.29480	24.5637	24.6553	24.9125	2	z2:578.2948	1	2	1151.56498	576.78977	2.6559e6	1	1
624.29749	24.3780	24.3780	24.6205	2	z2:624.2975	1	2	1244.57371	623.29413	2.6348e6	1	1
404.22330	24.6205	24.8730	24.9632	1;2	z1:806.4288;z2:404.2233	2	2	803.42108	402.71782	2.6326e6	2	2
356.18170	24.3087	24.4332	24.4808	1	z1:356.1817	1	1	355.17443	356.18170	2.6075e6	1	1
386.98795	24.6205	24.6553	24.6553	4	z4:386.9879	1	4	1539.90926	385.98459	2.6054e6	1	1
438.21625	24.6553	24.8730	24.9632	2	z2:438.2162	1	2	871.40788	436.71122	2.5997e6	1	1
300.68939	24.0440	24.3087	24.3780	4	z4:300.6894	1	4	1196.72175	300.18771	2.5993e6	1	1
446.26096	24.8227	24.8730	24.9632	2	z2:446.2610	1	2	888.50065	445.25760	2.5987e6	1	1
310.97046	24.3780	24.8730	24.9632	5	z5:310.9705	1	5	1547.80920	310.56912	2.5974e6	1	1
354.70557	24.6987	24.8227	24.9632	4	z4:354.7056	1	4	1410.77974	353.70221	2.5963e6	1	1
551.30072	24.5127	24.8227	24.8730	2;3	z2:551.3007;z3:366.8678	2	2	1097.57682	549.79569	2.5913e6	1	2
401.17758	24.0440	24.1867	24.6205	1	z1:401.1776	1	1	400.17031	401.17758	2.5891e6	1	1
487.74850	24.0783	24.1867	24.2253	4	z4:487.7485	1	4	1942.95149	486.74515	2.5727e6	1	1
423.75482	24.8227	24.9363	24.9632	2	z2:423.7548	1	2	842.48503	422.24979	2.5719e6	1	1
408.73785	24.4332	24.5127	24.6553	4	z4:408.7379	1	4	1628.91560	408.23618	2.5464e6	1	1
422.27554	24.0440	24.0440	24.5127	2	z2:422.2755	1	2	840.52982	421.27219	2.5445e6	1	1
632.36084	24.0440	24.1867	24.4808	1	z1:632.3608	1	1	629.34685	630.35413	2.5424e6	1	1
462.21921	24.6553	24.9125	24.9632	1	z1:462.2192	1	1	462.21529	463.22256	2.5172e6	1	1
400.20026	24.1522	24.3780	24.5127	2;4	z2:799.3929;z4:400.2003	2	4	1592.75839	399.19687	2.4998e6	2	2
359.21066	24.0783	24.3087	24.3780	4	z4:359.2107	1	4	1426.79342	357.70563	2.4948e6	1	1
562.24542	24.2738	24.7448	24.7837	2	z2:562.2454	1	2	1119.46623	560.74039	2.4871e6	1	1
582.29834	24.2253	24.4332	24.5127	2	z2:582.2983	1	2	1160.57542	581.29499	2.4864e6	1	1
525.26538	24.5127	24.7837	24.9632	2	z2:525.2654	1	2	1046.50950	524.26203	2.4768e6	1	1
734.35522	24.7448	24.8730	24.9363	2;4	z2:734.3552;z4:367.6815	2	2	1462.68248	732.34851	2.4646e6	1	2
371.22733	24.0440	24.3780	24.8730	3	z3:371.2273	1	3	1108.65344	370.55842	2.4616e6	1	1
375.22388	24.7448	24.7448	24.9632	2	z2:375.2239	1	2	745.42314	373.71884	2.4564e6	1	1
310.16397	24.2253	24.2253	24.5637	4	z4:310.1640	1	4	1234.62007	309.66229	2.4495e6	1	1
613.32855	24.0440	24.1522	24.2738	1	z1:613.3286	1	1	610.31457	611.32184	2.4429e6	1	1
749.40265	24.7448	24.9632	24.9632	1	z1:749.4026	1	1	746.38866	747.39594	2.4250e6	1	1
501.26501	24.2738	24.3432	24.8227	4	z4:501.2650	1	4	1995.01082	499.75998	2.3926e6	1	1
391.71066	24.6205	24.6987	24.8730	4	z4:391.7107	1	4	1556.79342	390.20563	2.3888e6	1	1
578.23962	24.6553	24.9632	24.9632	2	z2:578.2396	1	2	1152.45799	577.23627	2.3882e6	1	1
374.69028	24.4808	24.8227	24.8730	4	z4:374.6903	1	4	1492.72529	374.18860	2.3784e6	1	1
443.69852	24.7448	24.8227	24.8730	2;4	z2:886.3884;z4:443.6985	2	4	1766.74888	442.69450	2.3726e6	1	2
350.72107	24.5637	24.6553	24.6987	2;4	z2:700.4333;z4:350.7211	2	4	1396.84773	350.21921	2.3709e6	2	2
380.23883	24.4332	24.7837	24.8227	4	z4:380.2388	1	4	1514.91951	379.73715	2.3660e6	1	1
462.25488	24.0440	24.1522	24.2738	2	z2:462.2549	1	2	919.48515	460.74985	2.3539e6	1	1
315.20258	24.2738	24.5127	24.9632	4	z4:315.2026	1	4	1252.76778	314.19922	2.3279e6	1	1
303.21307	24.6205	24.8730	24.9632	4	z4:303.2131	1	4	1206.81648	302.71140	2.3245e6	1	1
473.31876	24.0440	24.0783	24.4808	1	z1:473.3188	1	1	472.31148	473.31876	2.3093e6	1	1
489.22522	24.2253	24.4332	24.5127	4	z4:489.2252	1	4	1948.85835	488.22186	2.3061e6	1	1
835.36713	24.5637	24.7837	24.9632	2	z2:835.3671	1	2	1664.70628	833.36042	2.3023e6	1	1
645.36481	24.5637	24.6987	24.9363	2	z2:645.3648	1	2	1286.70835	644.36145	2.2891e6	1	1
380.52756	24.3087	24.3432	24.3780	2;6	z2:1139.5665;z6:380.5276	2	6	2271.09837	379.52367	2.2804e6	1	2
323.18716	24.0440	24.0440	24.0783	4	z4:323.1872	1	4	1284.70613	322.18381	2.2745e6	1	1
350.17450	24.6553	24.8730	24.9632	4	z4:350.1745	1	4	1394.66218	349.67282	2.2706e6	1	1
522.25360	24.3087	24.4808	24.4808	2	z2:522.2536	1	2	1040.48594	521.25025	2.2558e6	1	1
541.24768	24.4808	24.6553	24.6987	4	z4:541.2477	1	4	2156.94820	540.24433	2.2442e6	1	1
524.24573	24.0783	24.3087	24.3780	2	z2:524.2457	1	2	1044.47019	523.24237	2.2430e6	1	1
406.20657	24.3432	24.6205	24.7837	2	z2:406.2066	1	2	808.39188	405.20322	2.2386e6	1	1
383.69547	24.7448	24.7837	24.9632	2	z2:383.6955	1	2	763.36967	382.69211	2.2384e6	1	1
548.26630	24.7448	24.9632	24.9632	2	z2:548.2663	1	2	1091.50798	546.76126	2.2380e6	1	1
481.23325	24.5637	24.7448	24.9632	2;4	z2:961.4585;z4:481.2332	2	4	1916.88902	480.22953	2.2357e6	1	2
434.71069	24.4332	24.4808	24.5127	1	z1:434.7107	1	1	433.70342	434.71069	2.2334e6	1	1
600.30811	24.6553	24.9632	24.9632	2	z2:600.3081	1	2	1196.59495	599.30475	2.2328e6	1	1
620.32355	24.0440	24.1867	24.2738	2	z2:620.3235	1	2	1236.62583	619.32019	2.2271e6	1	1
860.41077	24.6987	24.9632	24.9632	2	z2:860.4108	1	2	1714.79356	858.40406	2.2244e6	1	1
562.25293	24.7448	24.8227	24.8730	2	z2:562.2529	1	2	1119.48124	560.74790	2.2231e6	1	1
407.71100	24.0440	24.1522	24.5127	1	z1:407.7110	1	1	406.70372	407.71100	2.2197e6	1	1
423.25922	24.0440	24.1867	24.1867	1	z1:423.2592	1	1	422.25194	423.25922	2.2150e6	1	1
367.19720	24.5127	24.8730	24.8730	1	z1:367.1972	1	1	366.18993	367.19720	2.2119e6	1	1
352.68234	24.3087	24.5127	24.6553	4	z4:352.6823	1	4	1404.69355	352.18067	2.2055e6	1	1
434.19916	24.7448	24.8227	24.9125	2	z2:434.1992	1	2	865.38041	433.69748	2.2041e6	1	1
331.17941	24.4808	24.5637	24.6987	1	z1:331.1794	1	1	330.17214	331.17941	2.2032e6	1	2
393.22357	24.0440	24.1867	24.1867	4	z4:393.2236	1	4	1564.85176	392.22022	2.1909e6	1	1
305.18161	24.3780	24.3780	24.5637	2	z2:305.1816	1	2	606.34196	304.17826	2.1877e6	1	1
587.27820	24.0440	24.1215	24.2738	2	z2:587.2782	1	2	1170.53513	586.27484	2.1839e6	1	1
357.72845	24.3087	24.5637	24.6553	2	z2:357.7285	1	2	712.43900	357.22678	2.1710e6	1	1
390.19772	24.8227	24.9363	24.9632	2	z2:390.1977	1	2	776.37418	389.19437	2.1636e6	1	1
670.32428	24.7448	24.8227	24.8730	2;4	z2:670.3243;z4:335.6673	2	2	1336.63007	669.32231	2.1612e6	2	2
450.72345	24.0440	24.0440	24.0783	4	z4:450.7234	1	4	1794.85127	449.72009	2.1532e6	1	1
587.31317	24.5637	24.9632	24.9632	2	z2:587.3132	1	2	1170.60508	586.30982	2.1528e6	1	1
337.20270	24.0440	24.1867	24.1867	4	z4:337.2027	1	4	1340.76827	336.19934	2.1390e6	1	1
588.30933	24.0440	24.1867	24.1867	1	z1:588.3093	1	1	586.29869	587.30597	2.1389e6	1	1
322.66205	24.4808	24.9632	24.9632	4	z4:322.6620	1	4	1284.61238	322.16037	2.1373e6	1	1
579.25494	24.0440	24.3087	24.3780	2	z2:579.2549	1	2	1154.48863	578.25159	2.1299e6	1	1
540.76984	24.7837	24.8227	24.8227	4	z4:540.7698	1	4	2155.03682	539.76648	2.1275e6	1	1
663.29480	24.0440	24.3087	24.3780	2	z2:663.2948	1	2	1322.56834	662.29144	2.1272e6	1	1
324.66858	24.0440	24.0440	24.2253	4	z4:324.6686	1	4	1292.63850	324.16690	2.1218e6	1	1
545.33862	24.0440	24.1215	24.1215	2	z2:545.3386	1	2	1086.65598	544.33527	2.1211e6	1	1
383.86731	24.7448	24.7837	24.8227	6	z6:383.8673	1	6	2291.14007	382.86395	2.1112e6	1	1
371.23947	24.6205	24.7448	24.9632	1	z1:371.2395	1	1	370.23219	371.23947	2.1112e6	1	1
400.22900	24.0440	24.2738	24.3432	1	z1:400.2290	1	1	399.22173	400.22900	2.0794e6	1	1
308.69250	24.8227	24.8227	24.9632	4	z4:308.6925	1	4	1228.73420	308.19083	2.0792e6	1	1
423.23950	24.9125	24.9632	24.9632	1;2	z1:845.4698;z2:423.2395	2	2	842.45750	422.23602	2.0791e6	2	2
390.20499	24.9125	24.9632	24.9632	4	z4:390.2050	1	4	1554.78413	389.70331	2.0532e6	1	1
366.21417	24.8730	24.9125	24.9632	2	z2:366.2142	1	2	728.40708	365.21082	2.0403e6	1	1
444.30298	24.0440	24.1215	24.3780	5	z5:444.3030	1	5	2210.45838	443.09895	2.0392e6	1	1
639.50769	24.1867	24.6553	24.9632	6	z6:639.5077	1	6	3817.95887	637.33375	2.0297e6	1	1
446.70294	24.3780	24.4808	24.5127	2;4	z2:892.3964;z4:446.7029	2	4	1778.76749	445.69915	2.0294e6	2	2
463.23276	24.0440	24.3087	24.3087	1	z1:463.2328	1	1	462.22548	463.23276	2.0262e6	1	1
310.15054	24.0440	24.0440	24.3087	2;4	z2:619.2945;z4:310.1505	2	4	1234.56678	309.64897	2.0104e6	2	2
404.20947	24.0440	24.1215	24.1867	4	z4:404.2095	1	4	1608.79537	403.20612	1.9968e6	1	1
807.36414	24.1215	24.4332	24.5127	2	z2:807.3641	1	2	1608.70030	805.35743	1.9929e6	1	1
414.70990	24.6987	24.9363	24.9632	2;4	z2:828.4183;z4:414.7099	2	4	1648.79036	413.20487	1.9915e6	1	2
587.27820	24.7837	24.8227	24.9125	4	z4:587.2782	1	4	2339.06356	585.77317	1.9878e6	1	1
410.20459	24.4332	24.6553	24.6987	2	z2:410.2046	1	2	816.38792	409.20124	1.9783e6	1	1
487.26859	24.5637	24.6987	24.7837	4	z4:487.2686	1	4	1941.03182	486.26523	1.9781e6	1	1
592.28680	24.4332	24.6205	24.6553	2	z2:592.2868	1	2	1180.55235	591.28345	1.9771e6	1	1
434.89224	24.1522	24.2738	24.3087	1;2;3	z1:1303.6644;z2:651.8369;z3:434.8922	3	3	1299.64950	434.22378	1.9721e6	3	3
354.67401	24.3087	24.3780	24.4808	5	z5:354.6740	1	5	1764.32025	353.87133	1.9719e6	1	1
591.29950	24.6205	24.7837	24.7837	1	z1:591.2995	1	1	589.28887	590.29614	1.9713e6	1	1
367.71219	24.7837	24.8227	24.9632	4	z4:367.7122	1	4	1464.81294	367.21051	1.9689e6	1	1
409.20660	24.0440	24.3087	24.3780	4	z4:409.2066	1	4	1628.78389	408.20325	1.9641e6	1	1
397.18634	24.6553	24.6987	24.6987	2;4	z2:793.3640;z4:397.1863	2	4	1582.70955	396.68466	1.9620e6	1	2
572.33795	24.7837	24.9632	24.9632	1	z1:572.3380	1	1	570.32732	571.33460	1.9612e6	1	1
390.21228	24.0440	24.3087	24.3087	2	z2:390.2123	1	2	776.40330	389.20893	1.9580e6	1	1
847.37726	24.6987	24.8730	24.9632	2	z2:847.3773	1	2	1688.72654	845.37055	1.9524e6	1	1
368.17087	24.1867	24.4332	24.5127	1;4	z1:1472.6724;z4:368.1709	2	4	1467.65167	367.92019	1.9429e6	1	2
329.70303	24.0440	24.1867	24.3087	4	z4:329.7030	1	4	1310.76961	328.69968	1.9419e6	1	1
310.82962	24.1215	24.1867	24.1867	3	z3:310.8296	1	3	927.46032	310.16072	1.9417e6	1	1
336.93729	24.0440	24.0783	24.5637	4	z4:336.9373	1	4	1342.71668	336.68645	1.9395e6	1	1
531.31213	24.7837	24.9363	24.9632	2	z2:531.3121	1	2	1058.60300	530.30878	1.9321e6	1	1
424.69409	24.7837	24.9632	24.9632	2	z2:424.6941	1	2	844.36357	423.18906	1.9251e6	1	1
678.36639	24.1215	24.3087	24.4808	1	z1:678.3664	1	1	675.35241	676.35968	1.9222e6	1	1
